job_id,skill_match,role_relevance,domain_relevance,match_score,recommendation,matched_skills,missing_skills,match_reason,title,company,location,state,job_type,posted_date,salary,source,source_url
12745-970782546-S,33.33,50.0,4,37.06,Low Match,Power BI,Excel; R,Your current technical skill overlap is limited. The job title is not directly aligned with your target role. Matched skills: Power BI. Skills to improve: Excel; R.,Werkstudent - Datenmanagement & Versuchsunterstützung im Bereich Reifenentwicklung (m/w/d) -,Continental AG,Hannover,NIEDERSACHSEN,PRAKTIKUM_TRAINEE,2026-09-14,KEINE_ANGABEN,Bundesagentur für Arbeit,
10001-1003523149-S,0.0,85.0,30,37.0,Low Match,Data Analytics,Azure; Data Governance,Your current technical skill overlap is limited. The job title is strongly related to Data Analytics. Matched skills: Data Analytics. Skills to improve: Azure; Data Governance.,Werkstudent (m/w/d) Data & Analytics,Top Werk GmbH,"Burbach, Siegerl",NORDRHEIN_WESTFALEN,PRAKTIKUM_TRAINEE,2026-08-11,KEINE_ANGABEN,Bundesagentur für Arbeit,
10001-1003694894-S,0.0,85.0,30,37.0,Low Match,Data Science,Cloud; Excel,Your current technical skill overlap is limited. The job title is strongly related to Data Analytics. Matched skills: Data Science. Skills to improve: Cloud; Excel.,Werkstudent / Pflichtpraktikant im Bereich HR-Analytics & -Projektmanagement,Diehl Stiftung & Co. KG,"Nürnberg, Mittelfranken",BAYERN,PRAKTIKUM_TRAINEE,2026-09-11,KEINE_ANGABEN,Bundesagentur für Arbeit,
18989-963147069-S,25.0,50.0,28,35.3,Low Match,Data Analytics; Data Science; Python; SQL,AWS; Artificial Intelligence; Azure; Cloud; Data Engineering; Excel; Java; R,Your current technical skill overlap is limited. The job title is not directly aligned with your target role. Matched skills: Data Analytics; Data Science; Python; SQL. Skills to improve: AWS; Artificial Intelligence; Azure; Cloud; Data Engineering; Excel; Java; R.,Praktikant / Werkstudent Cloud Transformation (w/m/d),PricewaterhouseCoopers GmbH WPG,Düsseldorf,NORDRHEIN_WESTFALEN,PRAKTIKUM_TRAINEE,2026-08-11,KEINE_ANGABEN,Bundesagentur für Arbeit,
10000-1206618607-S,25.0,50.0,10,33.5,Low Match,,Artificial Intelligence,Your current technical skill overlap is limited. The job title is not directly aligned with your target role. Skills to improve: Artificial Intelligence.,"Werkstudent (m/w/d) (Digital-) Marketing, befristet",enthus GmbH,Böblingen,BADEN_WUERTTEMBERG,PRAKTIKUM_TRAINEE,2026-07-15,KEINE_ANGABEN,Bundesagentur für Arbeit,
20208-68857a48291c4824a5a-S,25.0,50.0,10,33.5,Low Match,Data Science,Artificial Intelligence,Your current technical skill overlap is limited. The job title is not directly aligned with your target role. Matched skills: Data Science. Skills to improve: Artificial Intelligence.,Werkstudent (m/w/d) Technisches Produktmanagement & AI Mietwagen,CHECK24 Services Personal GmbH,"Augsburg, Bayern",BAYERN,PRAKTIKUM_TRAINEE,2026-07-30,KEINE_ANGABEN,Bundesagentur für Arbeit,
10001-1003630616-S,25.0,50.0,10,33.5,Low Match,,Artificial Intelligence,Your current technical skill overlap is limited. The job title is not directly aligned with your target role. Skills to improve: Artificial Intelligence.,Praktikant / Werkstudent (w/m/d) Digital Transformation,Henkell & Co. Sektkellerei KG,Wiesbaden,HESSEN,PRAKTIKUM_TRAINEE,2026-09-01,KEINE_ANGABEN,Bundesagentur für Arbeit,
10000-1203501028-S,25.0,50.0,0,32.5,Low Match,Data Science,,Your current technical skill overlap is limited. The job title is not directly aligned with your target role. Matched skills: Data Science.,Werkstudent*in (Bachelorstudiengang),Stadt Duisburg,Duisburg,NORDRHEIN_WESTFALEN,PRAKTIKUM_TRAINEE,2025-08-21,STUNDENLOHN,Bundesagentur für Arbeit,
10000-1203501356-S,25.0,50.0,0,32.5,Low Match,Data Science,,Your current technical skill overlap is limited. The job title is not directly aligned with your target role. Matched skills: Data Science.,Werkstudent*in (Masterstudiengang),Stadt Duisburg,Duisburg,NORDRHEIN_WESTFALEN,PRAKTIKUM_TRAINEE,2025-08-21,STUNDENLOHN,Bundesagentur für Arbeit,
10001-1003063506-S,25.0,50.0,0,32.5,Low Match,Data Science,,Your current technical skill overlap is limited. The job title is not directly aligned with your target role. Matched skills: Data Science.,🤖 Werkstudent KI-Automation / Prozessoptimierung (m/w/d),My Solar Express GmbH,Osnabrück,NIEDERSACHSEN,PRAKTIKUM_TRAINEE,2026-05-12,STUNDENLOHN,Bundesagentur für Arbeit,
20208-36d6b56530384055a6d-S,25.0,50.0,0,32.5,Low Match,Data Science,,Your current technical skill overlap is limited. The job title is not directly aligned with your target role. Matched skills: Data Science.,Werkstudent (m/w/d) Digitales Produktmanagement & KI Individualreisen,CHECK24 Services Personal GmbH,Düsseldorf,NORDRHEIN_WESTFALEN,PRAKTIKUM_TRAINEE,2026-08-12,KEINE_ANGABEN,Bundesagentur für Arbeit,
20208-7c578873fdf541e78de-S,25.0,50.0,0,32.5,Low Match,Data Science,,Your current technical skill overlap is limited. The job title is not directly aligned with your target role. Matched skills: Data Science.,Werkstudent (m/w/d) Produktmanagement – Dein Einstieg in die KI-Produktentwicklung Reise,CHECK24 Services Personal GmbH,Leipzig,SACHSEN,PRAKTIKUM_TRAINEE,2026-06-01,KEINE_ANGABEN,Bundesagentur für Arbeit,
12462-1605463-1-S,20.0,50.0,24,32.4,Low Match,Python,AWS; Artificial Intelligence; Cloud; Docker; Java; Large Language Models,Your current technical skill overlap is limited. The job title is not directly aligned with your target role. Matched skills: Python. Skills to improve: AWS; Artificial Intelligence; Cloud; Docker; Java; Large Language Models.,Werkstudent Cloud Engineering & AI-Integration (w/m/x),BMW AG,München,BAYERN,PRAKTIKUM_TRAINEE,2026-07-30,KEINE_ANGABEN,Bundesagentur für Arbeit,
12462-1622422-1-S,0.0,50.0,20,22.0,Low Match,,AWS; Artificial Intelligence; Azure; Cloud; Data Engineering; Data Governance,Your current technical skill overlap is limited. The job title is not directly aligned with your target role. Skills to improve: AWS; Artificial Intelligence; Azure; Cloud; Data Engineering; Data Governance.,Werkstudent Cloud Data Hub/Data & AI Porta (w/m/x),BMW AG,München,BAYERN,PRAKTIKUM_TRAINEE,2026-08-26,KEINE_ANGABEN,Bundesagentur für Arbeit,
13151-1618061-1-S,0.0,50.0,10,21.0,Low Match,Data Science,Artificial Intelligence; Excel,Your current technical skill overlap is limited. The job title is not directly aligned with your target role. Matched skills: Data Science. Skills to improve: Artificial Intelligence; Excel.,Praktikant/Werkstudent im Bereich Innovation Management (m/w/d/x),Mercedes-Benz Group AG,Berlin,BERLIN,PRAKTIKUM_TRAINEE,2026-08-14,KEINE_ANGABEN,Bundesagentur für Arbeit,
20208-8adff2cc4bc540518c9-S,0.0,50.0,10,21.0,Low Match,,Artificial Intelligence; OCR,Your current technical skill overlap is limited. The job title is not directly aligned with your target role. Skills to improve: Artificial Intelligence; OCR.,Werkstudent (m/w/d) Datenprüfung und Qualitätssicherung - IdentityCheck,CHECK24 Services Personal GmbH,München,BAYERN,PRAKTIKUM_TRAINEE,2026-08-04,KEINE_ANGABEN,Bundesagentur für Arbeit,
17102-44258235-619-S,0.0,50.0,4,20.4,Low Match,Data Science,Excel; Tableau,Your current technical skill overlap is limited. The job title is not directly aligned with your target role. Matched skills: Data Science. Skills to improve: Excel; Tableau.,Werkstudent Customer Value Management mit Schwerpunkt Reporting & Analyse (m/w/d) in Düsseldorf,Vodafone GmbH,Düsseldorf,NORDRHEIN_WESTFALEN,PRAKTIKUM_TRAINEE,2026-06-20,KEINE_ANGABEN,Bundesagentur für Arbeit,
16604-969747-008-S,0.0,50.0,0,20.0,Low Match,Data Science,Excel,Your current technical skill overlap is limited. The job title is not directly aligned with your target role. Matched skills: Data Science. Skills to improve: Excel.,Werkstudent Material Data Operations (m/w/d),TKMS ATLAS ELEKTRONIK GmbH,Bremen,BREMEN,PRAKTIKUM_TRAINEE,2026-09-02,KEINE_ANGABEN,Bundesagentur für Arbeit,
14543-24294-1783186-0-S,0.0,50.0,0,20.0,Low Match,Data Science,R,Your current technical skill overlap is limited. The job title is not directly aligned with your target role. Matched skills: Data Science. Skills to improve: R.,Werkstudent (m/w/d) Personalentwicklung,NKD Group GmbH,Bindlach,BAYERN,ARBEIT,2026-07-07,KEINE_ANGABEN,Bundesagentur für Arbeit,
14543-24598-1788745-0-S,0.0,50.0,0,20.0,Low Match,Data Science,R,Your current technical skill overlap is limited. The job title is not directly aligned with your target role. Matched skills: Data Science. Skills to improve: R.,Werkstudent (m/w/d) Einkauf,NKD Group GmbH,,BAYERN,ARBEIT,2026-08-07,KEINE_ANGABEN,Bundesagentur für Arbeit,
14543-24280-1783016-0-S,0.0,50.0,0,20.0,Low Match,Data Science,R,Your current technical skill overlap is limited. The job title is not directly aligned with your target role. Matched skills: Data Science. Skills to improve: R.,Werkstudent (m/w/d) E-Commerce,NKD Group GmbH,Bindlach,BAYERN,ARBEIT,2026-07-07,KEINE_ANGABEN,Bundesagentur für Arbeit,
16604-969745-008-S,0.0,50.0,0,20.0,Low Match,Data Science,Excel,Your current technical skill overlap is limited. The job title is not directly aligned with your target role. Matched skills: Data Science. Skills to improve: Excel.,Werkstudent Classification Management (m/w/d),TKMS ATLAS ELEKTRONIK GmbH,Bremen,BREMEN,PRAKTIKUM_TRAINEE,2026-09-02,KEINE_ANGABEN,Bundesagentur für Arbeit,
20260-106432X340547-S,0.0,50.0,0,20.0,Low Match,Data Science,Excel,Your current technical skill overlap is limited. The job title is not directly aligned with your target role. Matched skills: Data Science. Skills to improve: Excel.,Aushilfe / Minijob / Werkstudent (M/W/D),Uth GmbH Maschinenbau,Fulda,HESSEN,ARBEIT,2026-06-26,KEINE_ANGABEN,Bundesagentur für Arbeit,
20456-2322161-S,0.0,50.0,0,20.0,Low Match,,R,Your current technical skill overlap is limited. The job title is not directly aligned with your target role. Skills to improve: R.,Werkstudent im Bereich IT Service mit Schwerpunkt Prozesse & KI-Unterstützung (w/m/d),Asklepios Service IT GmbH Hamburg,Hamburg,HAMBURG,PRAKTIKUM_TRAINEE,2026-08-27,KEINE_ANGABEN,Bundesagentur für Arbeit,
